doc,group_id,entity,options,main_LAD,domain,article_id_group
"Questions raised over suitability of proposed new graveyard in Crews Hill, reports Simon Allin, Local Democracy Reporter

Hertford Road Cemetery is among the existing graveyards in Enfield, but the council is rapidly running out of burial space

A farm within Enfield’s Green Belt is the best site for a new cemetery needed to deal with a borough-wide shortage of burial space, council chiefs have insisted.

Officers and members of the Labour administration defended plans for the cemetery in Sloemans Farm, Whitewebbs Road – a 23-hectare site that will provide space for 38,000 single graves.

Cabinet members agreed the scheme on 13th October. But members of the Conservative group subsequently ‘called in’ the decision to the overview and scrutiny committee, raising concerns over the Crews Hill site’s suitability, including a lack of transport links.

Following a debate on Wednesday, the scrutiny committee voted to confirm the cabinet decision, meaning the scheme can go ahead if it is granted planning permission.

Conservative leader Joanne Laban told the scrutiny meeting she thought the decision to use the Sloemans Farm site was “more to do with income than [burial] provision”. The site could generate £1.4million for the council, according to the cabinet report.

She pointed out Sloemans Farm was ranked third by the council on a list of suitable sites for a new cemetery and said the civic centre should have considered locations outside the borough.

The Tory leader also raised concerns over transport. She said getting to the cemetery would involve a “long walk” down Whitewebbs Lane, which does not have enough street lighting, and the council would have to spend “millions” adding pavements to the road.

Responding to the comments, council leader Nesil Caliskan said assessments had shown there was a “real need” for burial space in Enfield, and some groups, including the Muslim community, had said it was difficult to find burial space.

She accepted Sloemans Farm had been rated third by the council but pointed out the other two locations were being used for agriculture, so on balance it was “the appropriate site”.

Cllr Caliskan agreed with the transport concerns and said these would be addressed through the planning process. She said the council had asked Transport for London to provide a bus stop nearby, which the civic centre would consider financing.

The council leader also said that using Sloemans Farm as a cemetery would “negate considerably” the possibility that part of Firs Farm Recreation Ground, in Winchmore Hill, would be used as a crematorium. Land earmarked for recreational use at the site was identified as suitable for a crematorium in the council’s draft Local Plan, sparking a backlash from residents.

But Conservative committee member James Hockney pointed out that burial use and a crematorium are not the same, and said he could not understand why they had been conflated.

Cllr Caliskan responded that they are both classed as “after life provision”, and claimed a cemetery at Sloemans Farm “negates the need for other after life provision”.

Labour’s Birsen Demirel argued in favour of providing a cemetery in the borough rather than elsewhere. She said: “If we can provide in the borough […] why should we consider burying our loved ones far away from where we live?”

In response to transport concerns, Derek Levy, of opposition group Community First, suggested using income from the cemetery to fund a shuttle bus service from Enfield Town to the site.

After the debate, Conservative committee members Peter Fallart and Cllr Hockney voted to send the decision back to cabinet for further consideration. The remaining four Labour and Community First committee members voted to confirm the original cabinet decision.",ID_63,Firs Farm Recreation Ground,Enfield,Enfield,enfielddispatch.co.uk,article-1474213
"Questions raised over suitability of proposed new graveyard in Crews Hill, reports Simon Allin, Local Democracy Reporter

Hertford Road Cemetery is among the existing graveyards in Enfield, but the council is rapidly running out of burial space

A farm within Enfield’s Green Belt is the best site for a new cemetery needed to deal with a borough-wide shortage of burial space, council chiefs have insisted.

Officers and members of the Labour administration defended plans for the cemetery in Sloemans Farm, Whitewebbs Road – a 23-hectare site that will provide space for 38,000 single graves.

Cabinet members agreed the scheme on 13th October. But members of the Conservative group subsequently ‘called in’ the decision to the overview and scrutiny committee, raising concerns over the Crews Hill site’s suitability, including a lack of transport links.

Following a debate on Wednesday, the scrutiny committee voted to confirm the cabinet decision, meaning the scheme can go ahead if it is granted planning permission.

Conservative leader Joanne Laban told the scrutiny meeting she thought the decision to use the Sloemans Farm site was “more to do with income than [burial] provision”. The site could generate £1.4million for the council, according to the cabinet report.

She pointed out Sloemans Farm was ranked third by the council on a list of suitable sites for a new cemetery and said the civic centre should have considered locations outside the borough.

The Tory leader also raised concerns over transport. She said getting to the cemetery would involve a “long walk” down Whitewebbs Lane, which does not have enough street lighting, and the council would have to spend “millions” adding pavements to the road.

Responding to the comments, council leader Nesil Caliskan said assessments had shown there was a “real need” for burial space in Enfield, and some groups, including the Muslim community, had said it was difficult to find burial space.

She accepted Sloemans Farm had been rated third by the council but pointed out the other two locations were being used for agriculture, so on balance it was “the appropriate site”.

Cllr Caliskan agreed with the transport concerns and said these would be addressed through the planning process. She said the council had asked Transport for London to provide a bus stop nearby, which the civic centre would consider financing.

The council leader also said that using Sloemans Farm as a cemetery would “negate considerably” the possibility that part of Firs Farm Recreation Ground, in Winchmore Hill, would be used as a crematorium. Land earmarked for recreational use at the site was identified as suitable for a crematorium in the council’s draft Local Plan, sparking a backlash from residents.

But Conservative committee member James Hockney pointed out that burial use and a crematorium are not the same, and said he could not understand why they had been conflated.

Cllr Caliskan responded that they are both classed as “after life provision”, and claimed a cemetery at Sloemans Farm “negates the need for other after life provision”.

Labour’s Birsen Demirel argued in favour of providing a cemetery in the borough rather than elsewhere. She said: “If we can provide in the borough […] why should we consider burying our loved ones far away from where we live?”

In response to transport concerns, Derek Levy, of opposition group Community First, suggested using income from the cemetery to fund a shuttle bus service from Enfield Town to the site.

After the debate, Conservative committee members Peter Fallart and Cllr Hockney voted to send the decision back to cabinet for further consideration. The remaining four Labour and Community First committee members voted to confirm the original cabinet decision.",ID_63,Winchmore Hill,Buckinghamshire; Chelmsford; Enfield,Enfield,enfielddispatch.co.uk,article-1474213
"Questions raised over suitability of proposed new graveyard in Crews Hill, reports Simon Allin, Local Democracy Reporter

Hertford Road Cemetery is among the existing graveyards in Enfield, but the council is rapidly running out of burial space

A farm within Enfield’s Green Belt is the best site for a new cemetery needed to deal with a borough-wide shortage of burial space, council chiefs have insisted.

Officers and members of the Labour administration defended plans for the cemetery in Sloemans Farm, Whitewebbs Road – a 23-hectare site that will provide space for 38,000 single graves.

Cabinet members agreed the scheme on 13th October. But members of the Conservative group subsequently ‘called in’ the decision to the overview and scrutiny committee, raising concerns over the Crews Hill site’s suitability, including a lack of transport links.

Following a debate on Wednesday, the scrutiny committee voted to confirm the cabinet decision, meaning the scheme can go ahead if it is granted planning permission.

Conservative leader Joanne Laban told the scrutiny meeting she thought the decision to use the Sloemans Farm site was “more to do with income than [burial] provision”. The site could generate £1.4million for the council, according to the cabinet report.

She pointed out Sloemans Farm was ranked third by the council on a list of suitable sites for a new cemetery and said the civic centre should have considered locations outside the borough.

The Tory leader also raised concerns over transport. She said getting to the cemetery would involve a “long walk” down Whitewebbs Lane, which does not have enough street lighting, and the council would have to spend “millions” adding pavements to the road.

Responding to the comments, council leader Nesil Caliskan said assessments had shown there was a “real need” for burial space in Enfield, and some groups, including the Muslim community, had said it was difficult to find burial space.

She accepted Sloemans Farm had been rated third by the council but pointed out the other two locations were being used for agriculture, so on balance it was “the appropriate site”.

Cllr Caliskan agreed with the transport concerns and said these would be addressed through the planning process. She said the council had asked Transport for London to provide a bus stop nearby, which the civic centre would consider financing.

The council leader also said that using Sloemans Farm as a cemetery would “negate considerably” the possibility that part of Firs Farm Recreation Ground, in Winchmore Hill, would be used as a crematorium. Land earmarked for recreational use at the site was identified as suitable for a crematorium in the council’s draft Local Plan, sparking a backlash from residents.

But Conservative committee member James Hockney pointed out that burial use and a crematorium are not the same, and said he could not understand why they had been conflated.

Cllr Caliskan responded that they are both classed as “after life provision”, and claimed a cemetery at Sloemans Farm “negates the need for other after life provision”.

Labour’s Birsen Demirel argued in favour of providing a cemetery in the borough rather than elsewhere. She said: “If we can provide in the borough […] why should we consider burying our loved ones far away from where we live?”

In response to transport concerns, Derek Levy, of opposition group Community First, suggested using income from the cemetery to fund a shuttle bus service from Enfield Town to the site.

After the debate, Conservative committee members Peter Fallart and Cllr Hockney voted to send the decision back to cabinet for further consideration. The remaining four Labour and Community First committee members voted to confirm the original cabinet decision.",ID_63,Enfield Town,Enfield,Enfield,enfielddispatch.co.uk,article-1474213
"Running until Sunday, November 7 from 4-8.15pm each night, the family friendly event is offering visitors a special opportunity to see the historic castle’s spectacular ground and gardens under moonlight.

Beginning the light show route close to the Castle and moving towards the Walled Garden, visitors will discover an array of magical installations amongst the trees including a Troll Bridge, a Peter Pan themed performance and illuminated greenhouses inspired by Jack and the Beanstalk.

Organising the show has been a collaborative project with the team at Glamis Castle working closely with Angus-based events company Strathmore Events Services and Dundee-based lighting company AM Lighting to produce the event. All involved are excited for people to see and experience the Trail for themselves.

Helen Buchanan, General Manager at Glamis Castle, said: “It’s always a great feeling seeing so many visitors coming to Angus and experiencing our beautiful castle and gardens, so it will be particularly special welcoming so many visitors at night. Our gardens are remarkable in the daylight, but a light show combined with classic story telling under moonlight is going to be pure magic.

Tickets are selling fast so I’d recommend to anyone thinking of coming along to buy now to avoid missing out.”

While walking the trail, there will a number of refreshment stations for visitors to warm up with a hot drink or a snack. The Hub Café and Castle Kitchen Restaurant will also be open and serving their seasonal menus.

To book, visit .

All castle visits must be pre-booked to allow Glamis to monitor visitor numbers while Covid-19 safety measures are in place.",ID_64,Castle,Bedford; Cardiff; Cheshire West and Chester; East Ayrshire; Orkney Islands; Wiltshire,Angus,anguscountyworld.co.uk,article-1518856
"Running until Sunday, November 7 from 4-8.15pm each night, the family friendly event is offering visitors a special opportunity to see the historic castle’s spectacular ground and gardens under moonlight.

Beginning the light show route close to the Castle and moving towards the Walled Garden, visitors will discover an array of magical installations amongst the trees including a Troll Bridge, a Peter Pan themed performance and illuminated greenhouses inspired by Jack and the Beanstalk.

Organising the show has been a collaborative project with the team at Glamis Castle working closely with Angus-based events company Strathmore Events Services and Dundee-based lighting company AM Lighting to produce the event. All involved are excited for people to see and experience the Trail for themselves.

Helen Buchanan, General Manager at Glamis Castle, said: “It’s always a great feeling seeing so many visitors coming to Angus and experiencing our beautiful castle and gardens, so it will be particularly special welcoming so many visitors at night. Our gardens are remarkable in the daylight, but a light show combined with classic story telling under moonlight is going to be pure magic.

Tickets are selling fast so I’d recommend to anyone thinking of coming along to buy now to avoid missing out.”

While walking the trail, there will a number of refreshment stations for visitors to warm up with a hot drink or a snack. The Hub Café and Castle Kitchen Restaurant will also be open and serving their seasonal menus.

To book, visit .

All castle visits must be pre-booked to allow Glamis to monitor visitor numbers while Covid-19 safety measures are in place.",ID_64,the Walled Garden,Bracknell Forest; Causeway Coast and Glens; Chichester; Chorley; City of Edinburgh; Cornwall; Cotswold; Dorset; East Lindsey; Flintshire; Forest of Dean; Mole Valley; North Ayrshire; North Kesteven; Reigate and Banstead; Salford; Wakefield; Welwyn Hatfield; Westmorland and Furness; Wokingham,Angus,anguscountyworld.co.uk,article-1518856
"Running until Sunday, November 7 from 4-8.15pm each night, the family friendly event is offering visitors a special opportunity to see the historic castle’s spectacular ground and gardens under moonlight.

Beginning the light show route close to the Castle and moving towards the Walled Garden, visitors will discover an array of magical installations amongst the trees including a Troll Bridge, a Peter Pan themed performance and illuminated greenhouses inspired by Jack and the Beanstalk.

Organising the show has been a collaborative project with the team at Glamis Castle working closely with Angus-based events company Strathmore Events Services and Dundee-based lighting company AM Lighting to produce the event. All involved are excited for people to see and experience the Trail for themselves.

Helen Buchanan, General Manager at Glamis Castle, said: “It’s always a great feeling seeing so many visitors coming to Angus and experiencing our beautiful castle and gardens, so it will be particularly special welcoming so many visitors at night. Our gardens are remarkable in the daylight, but a light show combined with classic story telling under moonlight is going to be pure magic.

Tickets are selling fast so I’d recommend to anyone thinking of coming along to buy now to avoid missing out.”

While walking the trail, there will a number of refreshment stations for visitors to warm up with a hot drink or a snack. The Hub Café and Castle Kitchen Restaurant will also be open and serving their seasonal menus.

To book, visit .

All castle visits must be pre-booked to allow Glamis to monitor visitor numbers while Covid-19 safety measures are in place.",ID_64,Angus,Angus; County Durham,Angus,anguscountyworld.co.uk,article-1518856
"Running until Sunday, November 7 from 4-8.15pm each night, the family friendly event is offering visitors a special opportunity to see the historic castle’s spectacular ground and gardens under moonlight.

Beginning the light show route close to the Castle and moving towards the Walled Garden, visitors will discover an array of magical installations amongst the trees including a Troll Bridge, a Peter Pan themed performance and illuminated greenhouses inspired by Jack and the Beanstalk.

Organising the show has been a collaborative project with the team at Glamis Castle working closely with Angus-based events company Strathmore Events Services and Dundee-based lighting company AM Lighting to produce the event. All involved are excited for people to see and experience the Trail for themselves.

Helen Buchanan, General Manager at Glamis Castle, said: “It’s always a great feeling seeing so many visitors coming to Angus and experiencing our beautiful castle and gardens, so it will be particularly special welcoming so many visitors at night. Our gardens are remarkable in the daylight, but a light show combined with classic story telling under moonlight is going to be pure magic.

Tickets are selling fast so I’d recommend to anyone thinking of coming along to buy now to avoid missing out.”

While walking the trail, there will a number of refreshment stations for visitors to warm up with a hot drink or a snack. The Hub Café and Castle Kitchen Restaurant will also be open and serving their seasonal menus.

To book, visit .

All castle visits must be pre-booked to allow Glamis to monitor visitor numbers while Covid-19 safety measures are in place.",ID_64,Dundee,Dundee City,Angus,anguscountyworld.co.uk,article-1518856
"SICKNESS rates among NHS staff have almost doubled in a year - amid talk of ‘burnout’ forcing retirement due to the pandemic - according to concerning new figures.

The report from NHS Digital reveals that in December, the sickness absence rate among staff working across Barnsley’s Clinical Commissioning Group (CCG) - which plans and monitors frontline healthcare services in the borough - was 2.85 per cent of the 144 staff employed.

Those roles include professionally qualified clinical staff, hospital and community health service doctors, nurses, therapeutic staff, infrastructure and management.

A year prior, in December 2020, the absence rate was 1.57 per cent, and the latest figure is the highest in two years since December 2019’s 2.91 per cent.

Staffing levels at Barnsley CCG have fallen through the last year, from 154 in March, but have otherwise been on an upward trend since 2013.

The figures show Barnsley Hospital’s rate is also the highest in almost a year, at 6.28 per cent of 4,066 staff.

Senior councillors on Barnsley Council’s overview and scrutiny committee discussed a wide-ranging report on a recently-established ‘place-based partnership’ last week which sets out the scale of issues facing services in the borough.

One of the most discussed issues affecting the care sector has been staffing - both retention and recruitment - which has caused knock-on effects, particularly to local mental health services.

The report said ‘close monitoring’ of staff was ongoing to understand their health and wellbeing needs, but that it was ‘important’ to continue paying attention to these amid the move to the new model.

“There are high levels of staff absence due to Covid and infection prevention and control measures continue to put additional strain on the workforce and estate,” it said.

“Employers across our health and care system are seeing higher levels of burnout and more colleagues accessing support services but more still who would benefit.

“Barnsley Hospital NHS Foundation Trust and South West Yorkshire Partnership Foundation Trust (SWYPFT) have reported higher numbers of staff retiring in the latter part of 2021/22.

“In some cases, these are colleagues who have delayed retirement to support the pandemic response, but some retirements are reportedly because of burnout.

“Through the next stage it is important that organisations pay attention to how people are feeling, recovering, and responding to the next set of challenges.

“Close monitoring of staff turnover is taking place to develop appropriate plans to support retention and recruitment of staff and already positive work has taken place to support staff’s health and wellbeing including better access to support including counsellors.”

The CCG is set to be ‘abolished’ under ambitious new plans to create integrated health and social care in Barnsley.

The new partnership - between Barnsley CCG, the council, NHS trusts, and voluntary services including Barnsley Hospice - will usher in a new statutory Integrated Care Board (ICB) in July and then a further Integrated Care Partnership (ICP) aimed at addressing ‘wider health, public health, and social care needs’ in September.",ID_67,Barnsley,Barnsley; Cotswold; Shropshire,Barnsley,barnsleychronicle.com,article-1524064
"School leaders are under pressure to reverse their decision to close a week early for Christmas.
The government has been in talks with Focus Trust after it announced last week that all 15 of its schools - seven of which are in our region - will close on December 11, instead of the original planned date of December 18.
Its decision came amid growing concerns over the number of families that could be forced to isolate over the festive period because of positive cases.
Families were initially told that during the week, pupils would be be expected to work from home - with teachers offering paper-based and online work for them to complete - but it will now be classed as a normal holiday.
Unlike the lockdown earlier this year, they will not be open to children of key workers or vulnerable youngsters.
Mum Cheryl Doyle, whose children go to Manor Green Primary Academy in Denton - one of the seven schools affected in Greater Manchester - said she would struggle to get childcare to cover the extra week off at short notice.
(Image: Google Maps)
The Department for Education is not happy with the Trust's decision either and has asked bosses to review it.
School Standards Minister Nick Gibb said: “The best place for children to be is in schools, which is why it remains a national priority to keep them open full time and avoid further disruption to education.
“I know this is a challenging time but the latest data shows only 0.2% of pupils were off school isolating with a confirmed case of coronavirus. Closing early for Christmas or extending the holidays is not the answer.
What do you think about the schools closing a week earlier than planned for Christmas? Do you think others should follow suit? Would it leave you struggling for childcare? Let us know in the comments here or on our Manchester Family Facebook page.
“The Chief Medical Officer has been clear that schools should remain open and has highlighted the damage caused by not being in education to children’s education, development and mental health, which greatly outweighs any other risks. Children are at very low risk from the virus, and staff are not at higher risk than those working in other sectors.”
The schools closing a week early include:
Manor Green Primary Academy, Denton, Tameside
Old Trafford Community Academy, Trafford
Freehold Community Primary, Oldham
Lyndhurst Primary, Oldham
Coppice Primary Academy, Oldham
Roundthorn Primary Academy, Oldham
Deeplish Primary Academy, Rochdale
(Image: Deeplish Primary Academy)
Cheryl, who works as an A&E nurse, is hoping the Trust responds to the government and reverts back to the original closure date.
She said: ""We had a letter stating the extra week is now a holiday and the children will not be expected to do any work, which is better, but it still doesn’t help with the last minute childcare issues a lot of us working parents will have.
""I understand why they are doing it but I think it’s unnecessary. The original finish date would be better for everyone because it is just so last minute. As it stands I might have to have last minute emergency time off work and as a nurse this is not professional or helpful at this current time.""
Focus Trust’s chief executive Helen Rowland said last week that they 'recognise the short notice may be an issue for some families' but want to 'ensure that no one is forced to self-isolate over the holiday because of someone they have come into contact with at school'.
The Manchester Evening News has approached Focus Trust for a further comment about the talks with government.
Has your school had to send children home to self-isolate? Let us know in the comments or email the details to emma.gill@reachplc.com.",ID_65,Denton,Bradford; Canterbury; Darlington; Gravesham; Huntingdonshire; Lewes; South Kesteven; South Norfolk; South Oxfordshire; Tameside; West Northamptonshire,Manchester,manchestereveningnews.co.uk,article-1537119
"School leaders are under pressure to reverse their decision to close a week early for Christmas.
The government has been in talks with Focus Trust after it announced last week that all 15 of its schools - seven of which are in our region - will close on December 11, instead of the original planned date of December 18.
Its decision came amid growing concerns over the number of families that could be forced to isolate over the festive period because of positive cases.
Families were initially told that during the week, pupils would be be expected to work from home - with teachers offering paper-based and online work for them to complete - but it will now be classed as a normal holiday.
Unlike the lockdown earlier this year, they will not be open to children of key workers or vulnerable youngsters.
Mum Cheryl Doyle, whose children go to Manor Green Primary Academy in Denton - one of the seven schools affected in Greater Manchester - said she would struggle to get childcare to cover the extra week off at short notice.
(Image: Google Maps)
The Department for Education is not happy with the Trust's decision either and has asked bosses to review it.
School Standards Minister Nick Gibb said: “The best place for children to be is in schools, which is why it remains a national priority to keep them open full time and avoid further disruption to education.
“I know this is a challenging time but the latest data shows only 0.2% of pupils were off school isolating with a confirmed case of coronavirus. Closing early for Christmas or extending the holidays is not the answer.
What do you think about the schools closing a week earlier than planned for Christmas? Do you think others should follow suit? Would it leave you struggling for childcare? Let us know in the comments here or on our Manchester Family Facebook page.
“The Chief Medical Officer has been clear that schools should remain open and has highlighted the damage caused by not being in education to children’s education, development and mental health, which greatly outweighs any other risks. Children are at very low risk from the virus, and staff are not at higher risk than those working in other sectors.”
The schools closing a week early include:
Manor Green Primary Academy, Denton, Tameside
Old Trafford Community Academy, Trafford
Freehold Community Primary, Oldham
Lyndhurst Primary, Oldham
Coppice Primary Academy, Oldham
Roundthorn Primary Academy, Oldham
Deeplish Primary Academy, Rochdale
(Image: Deeplish Primary Academy)
Cheryl, who works as an A&E nurse, is hoping the Trust responds to the government and reverts back to the original closure date.
She said: ""We had a letter stating the extra week is now a holiday and the children will not be expected to do any work, which is better, but it still doesn’t help with the last minute childcare issues a lot of us working parents will have.
""I understand why they are doing it but I think it’s unnecessary. The original finish date would be better for everyone because it is just so last minute. As it stands I might have to have last minute emergency time off work and as a nurse this is not professional or helpful at this current time.""
Focus Trust’s chief executive Helen Rowland said last week that they 'recognise the short notice may be an issue for some families' but want to 'ensure that no one is forced to self-isolate over the holiday because of someone they have come into contact with at school'.
The Manchester Evening News has approached Focus Trust for a further comment about the talks with government.
Has your school had to send children home to self-isolate? Let us know in the comments or email the details to emma.gill@reachplc.com.",ID_65,Greater Manchester,Manchester,Manchester,manchestereveningnews.co.uk,article-1537119
"School leaders are under pressure to reverse their decision to close a week early for Christmas.
The government has been in talks with Focus Trust after it announced last week that all 15 of its schools - seven of which are in our region - will close on December 11, instead of the original planned date of December 18.
Its decision came amid growing concerns over the number of families that could be forced to isolate over the festive period because of positive cases.
Families were initially told that during the week, pupils would be be expected to work from home - with teachers offering paper-based and online work for them to complete - but it will now be classed as a normal holiday.
Unlike the lockdown earlier this year, they will not be open to children of key workers or vulnerable youngsters.
Mum Cheryl Doyle, whose children go to Manor Green Primary Academy in Denton - one of the seven schools affected in Greater Manchester - said she would struggle to get childcare to cover the extra week off at short notice.
(Image: Google Maps)
The Department for Education is not happy with the Trust's decision either and has asked bosses to review it.
School Standards Minister Nick Gibb said: “The best place for children to be is in schools, which is why it remains a national priority to keep them open full time and avoid further disruption to education.
“I know this is a challenging time but the latest data shows only 0.2% of pupils were off school isolating with a confirmed case of coronavirus. Closing early for Christmas or extending the holidays is not the answer.
What do you think about the schools closing a week earlier than planned for Christmas? Do you think others should follow suit? Would it leave you struggling for childcare? Let us know in the comments here or on our Manchester Family Facebook page.
“The Chief Medical Officer has been clear that schools should remain open and has highlighted the damage caused by not being in education to children’s education, development and mental health, which greatly outweighs any other risks. Children are at very low risk from the virus, and staff are not at higher risk than those working in other sectors.”
The schools closing a week early include:
Manor Green Primary Academy, Denton, Tameside
Old Trafford Community Academy, Trafford
Freehold Community Primary, Oldham
Lyndhurst Primary, Oldham
Coppice Primary Academy, Oldham
Roundthorn Primary Academy, Oldham
Deeplish Primary Academy, Rochdale
(Image: Deeplish Primary Academy)
Cheryl, who works as an A&E nurse, is hoping the Trust responds to the government and reverts back to the original closure date.
She said: ""We had a letter stating the extra week is now a holiday and the children will not be expected to do any work, which is better, but it still doesn’t help with the last minute childcare issues a lot of us working parents will have.
""I understand why they are doing it but I think it’s unnecessary. The original finish date would be better for everyone because it is just so last minute. As it stands I might have to have last minute emergency time off work and as a nurse this is not professional or helpful at this current time.""
Focus Trust’s chief executive Helen Rowland said last week that they 'recognise the short notice may be an issue for some families' but want to 'ensure that no one is forced to self-isolate over the holiday because of someone they have come into contact with at school'.
The Manchester Evening News has approached Focus Trust for a further comment about the talks with government.
Has your school had to send children home to self-isolate? Let us know in the comments or email the details to emma.gill@reachplc.com.",ID_65,Tameside,North Yorkshire; Tameside,Manchester,manchestereveningnews.co.uk,article-1537119
"School leaders are under pressure to reverse their decision to close a week early for Christmas.
The government has been in talks with Focus Trust after it announced last week that all 15 of its schools - seven of which are in our region - will close on December 11, instead of the original planned date of December 18.
Its decision came amid growing concerns over the number of families that could be forced to isolate over the festive period because of positive cases.
Families were initially told that during the week, pupils would be be expected to work from home - with teachers offering paper-based and online work for them to complete - but it will now be classed as a normal holiday.
Unlike the lockdown earlier this year, they will not be open to children of key workers or vulnerable youngsters.
Mum Cheryl Doyle, whose children go to Manor Green Primary Academy in Denton - one of the seven schools affected in Greater Manchester - said she would struggle to get childcare to cover the extra week off at short notice.
(Image: Google Maps)
The Department for Education is not happy with the Trust's decision either and has asked bosses to review it.
School Standards Minister Nick Gibb said: “The best place for children to be is in schools, which is why it remains a national priority to keep them open full time and avoid further disruption to education.
“I know this is a challenging time but the latest data shows only 0.2% of pupils were off school isolating with a confirmed case of coronavirus. Closing early for Christmas or extending the holidays is not the answer.
What do you think about the schools closing a week earlier than planned for Christmas? Do you think others should follow suit? Would it leave you struggling for childcare? Let us know in the comments here or on our Manchester Family Facebook page.
“The Chief Medical Officer has been clear that schools should remain open and has highlighted the damage caused by not being in education to children’s education, development and mental health, which greatly outweighs any other risks. Children are at very low risk from the virus, and staff are not at higher risk than those working in other sectors.”
The schools closing a week early include:
Manor Green Primary Academy, Denton, Tameside
Old Trafford Community Academy, Trafford
Freehold Community Primary, Oldham
Lyndhurst Primary, Oldham
Coppice Primary Academy, Oldham
Roundthorn Primary Academy, Oldham
Deeplish Primary Academy, Rochdale
(Image: Deeplish Primary Academy)
Cheryl, who works as an A&E nurse, is hoping the Trust responds to the government and reverts back to the original closure date.
She said: ""We had a letter stating the extra week is now a holiday and the children will not be expected to do any work, which is better, but it still doesn’t help with the last minute childcare issues a lot of us working parents will have.
""I understand why they are doing it but I think it’s unnecessary. The original finish date would be better for everyone because it is just so last minute. As it stands I might have to have last minute emergency time off work and as a nurse this is not professional or helpful at this current time.""
Focus Trust’s chief executive Helen Rowland said last week that they 'recognise the short notice may be an issue for some families' but want to 'ensure that no one is forced to self-isolate over the holiday because of someone they have come into contact with at school'.
The Manchester Evening News has approached Focus Trust for a further comment about the talks with government.
Has your school had to send children home to self-isolate? Let us know in the comments or email the details to emma.gill@reachplc.com.",ID_65,Rochdale,East Suffolk; Rochdale,Manchester,manchestereveningnews.co.uk,article-1537119
"Sebastian Marciniak, who is based in Orford, is part of the Polish community in Warrington doing their best to support Ukrainians in need.

He saw two girls on a Polish Facebook group looking for space to house donations and Sebastian could provide this at SMR Motorsport.

The 33-year-old, who moved from Poland in 2008, said: “I think it’s a human right to help and I like to help.

“I was watching the news and I said to my partner, we have to help and we have to do something.

READ MORE > Warrington school on how it is telling pupils about Ukraine

“I put it in Polish and my friend Jeff wrote it down in English and the message was shared far and wide.

“I have had lots of calls and people have been bringing everything. I didn’t think we would get this many calls.

“As much as we can, we will help. I can’t imagine what I would do in that situation.

“It’s not our war but you still have to help.

“We are collecting until Thursday and I know it's short notice but if we need more items and it goes on for longer, we can expand that.”

Sebastian said he will help as much as he can

They will not be collecting more clothes and instead ask for the likes of toiletries, blankets, toys and everyday essentials.

Sebastian is collecting from his other work and his partner is collecting from her work to add to the effort.

His friend, Jeff Leake from Arnway Limited at the industrial centre saw Sebastian’s post and he has the vehicles to move items.

READ MORE > Where in Warrington you can donate to Ukraine

Jeff, of Holmes Chapel, said: “We all clumped together and it started off being a collection point to now we might be looking at helping more by taking stuff and collecting around Warrington.

“Whatever you think you’d need for a week or two away and the things that you would grab on your way out of the house.

“As good as these major charities are and as big as they are, it can be quite hard for them to switch direction and divert from one disaster to another.

“We just want to be a part of something that is fast, reactive and gets stuff going.”

The 29-year-old continued: “People from all walks of life are helping from CEOs to people that don’t earn a lot of money – people are doing what they can to help.

“A little bit or a lot, people are doing what they can. Anything is better than sitting back and watching it happen.

“Around 95 per cent of this effort has come from the Polish community in Warrington and they know what life is like in that area.

“We’re not calling ourselves saviours but we have the space and the gear to move it around, it all amounts up.

“We have a busy couple of days planned.”

Other collection points for donations across Warrington include Wisla Mini Markets, TK Maxx, The Feathers and The Cat and Lion.",ID_66,Orford,East Suffolk; Warrington; West Lindsey,Warrington,warringtonguardian.co.uk,article-1547967
